Product ID,Price,Competitor Price,Elasticity Index,Discount,Sales Volume,Customer Reviews,Return Rate (%),Storage Cost
2450,20.46,19.68,1.35,0.05,225,3.45,9.57,11.8
2451,58.28,62.67,2.46,0.15,62,3.87,9.25,15.66
2452,49.34,52.12,0.81,0.15,466,4.69,3.78,17.36
2453,34.11,30.8,1.58,0.05,168,3.37,8.99,17.89
2454,64.36,68.44,0.7,0.2,259,2.68,6.37,10.85
2455,88.42,84.89,1.14,0.1,75,4.5,14.3,8.54
2456,99.9,92.9,1.56,0.15,15,3.89,1.1,11.65
2457,64.7,61.16,2.39,0.15,41,3.62,3.02,8.64
2458,46.42,46.13,1.28,0.0,165,2.96,18.45,5.57
2459,30.27,29.81,0.63,0.0,249,2.73,9.23,7.15
2460,33.14,31.74,1.28,0.05,176,3.2,4.35,5.42
2461,53.15,49.67,0.79,0.0,290,4.3,16.07,6.12
2462,43.05,45.31,0.96,0.0,332,3.53,17.18,2.78
2463,92.24,101.29,1.74,0.1,47,3.93,5.01,9.1
2464,43.15,45.54,0.63,0.2,391,2.71,14.56,5.47
2465,43.61,41.83,1.43,0.05,139,2.81,12.69,9.52
2466,44.52,42.25,1.72,0.1,59,2.53,15.16,16.05
2467,85.3,80.48,1.34,0.05,41,4.18,15.97,9.52
2468,68.57,63.59,0.54,0.2,155,3.16,13.56,19.14
2469,65.28,65.95,2.47,0.05,55,4.92,19.17,3.81
2470,40.07,40.92,1.23,0.0,147,3.27,17.42,17.16
2471,83.61,87.05,2.06,0.2,58,3.41,5.35,5.72
2472,13.45,13.94,1.15,0.1,601,3.67,18.36,18.74
2473,88.37,84.7,1.45,0.1,82,3.3,7.83,5.32
2474,56.15,54.24,1.28,0.15,207,4.54,14.8,15.19
2475,45.84,47.51,1.19,0.1,212,4.69,17.11,2.18
2476,54.75,53.1,0.54,0.15,377,2.53,9.29,12.97
2477,70.07,66.04,1.22,0.0,68,4.14,1.98,5.15
2478,11.15,10.87,2.28,0.1,418,4.22,19.04,13.73
2479,88.44,84.41,1.88,0.2,23,4.9,2.38,13.08
2480,50.21,46.07,0.79,0.15,296,3.43,7.61,18.55
2481,40.87,43.57,1.68,0.1,127,2.99,12.33,12.91
2482,22.44,24.03,2.28,0.0,244,3.8,3.23,8.76
2483,49.55,46.77,1.9,0.2,134,3.62,16.93,4.68
2484,54.67,49.91,0.8,0.2,153,4.48,4.87,13.49
2485,46.33,48.54,2.24,0.0,56,4.76,19.73,3.21
2486,71.08,66.98,1.1,0.1,126,2.72,18.41,16.74
2487,47.88,46.86,1.41,0.05,150,4.62,12.49,5.7
2488,96.53,88.11,1.55,0.1,32,4.77,13.54,10.96
2489,63.93,60.43,2.2,0.15,46,4.81,11.14,12.32
2490,82.67,87.52,2.36,0.15,39,4.41,8.43,7.89
2491,19.84,21.05,2.36,0.1,189,4.36,7.68,13.61
2492,45.76,43.08,0.52,0.15,209,2.54,17.94,5.75
2493,40.32,38.99,2.34,0.05,109,4.8,11.96,1.66
2494,61.25,56.77,0.61,0.05,194,3.38,16.64,19.23
2495,87.5,80.05,1.03,0.2,84,2.6,10.77,7.08
2496,17.05,18.73,1.53,0.15,386,3.53,6.83,14.56
2497,16.53,17.05,1.46,0.1,389,4.33,2.74,10.64
2498,86.53,87.26,1.71,0.2,42,3.6,7.15,13.71
2499,29.16,30.7,1.46,0.05,349,4.4,17.72,3.11
2500,70.19,74.96,2.37,0.2,50,3.77,14.53,10.86
2501,58.86,62.47,0.98,0.0,186,3.25,15.93,8.45
2502,84.96,76.75,1.05,0.15,123,3.01,15.7,9.59
2503,21.26,19.93,2.34,0.1,213,3.55,3.28,19.36
2504,21.68,22.35,0.65,0.05,466,2.59,4.02,3.59
2505,60.11,58.62,1.72,0.2,31,3.56,7.03,15.34
2506,95.17,104.36,1.86,0.1,5,2.67,6.72,7.28
2507,47.35,48.92,1.51,0.15,243,4.69,2.26,6.52
2508,39.42,43.02,1.89,0.1,106,3.94,3.92,6.14
2509,64.6,60.74,0.85,0.15,249,4.12,17.27,7.63
2510,93.74,100.56,2.21,0.15,31,3.22,12.19,7.79
2511,85.32,82.27,0.78,0.15,61,3.06,7.5,6.14
2512,99.59,109.35,1.3,0.2,108,4.27,11.0,13.68
2513,12.03,11.21,0.65,0.15,497,4.18,5.96,1.91
2514,20.16,20.22,1.59,0.1,247,2.81,12.09,7.31
2515,64.85,68.65,1.84,0.0,82,3.1,2.42,6.32
2516,83.85,82.72,2.38,0.1,26,4.87,18.15,15.28
2517,35.67,35.44,1.98,0.2,64,3.26,5.57,3.78
2518,31.53,34.6,1.58,0.15,244,2.56,16.56,18.87
2519,80.83,79.62,2.37,0.0,21,2.66,13.54,4.24
2520,15.07,15.39,1.46,0.2,557,4.44,10.94,8.03
2521,43.24,39.39,1.62,0.05,196,4.39,18.67,4.79
2522,55.52,59.32,1.69,0.05,52,3.45,3.98,6.45
2523,60.43,62.22,1.32,0.05,93,2.88,3.27,15.46
2524,75.58,74.12,2.18,0.0,5,3.75,7.12,10.05
2525,41.94,37.88,0.87,0.1,288,3.33,16.77,4.09
2526,65.14,66.34,1.61,0.0,46,3.43,1.67,1.89
2527,62.68,56.57,1.94,0.0,31,3.15,5.55,5.37
2528,59.29,53.37,2.31,0.0,5,2.66,9.07,18.97
2529,67.64,69.21,2.27,0.05,46,4.48,14.55,17.06
2530,33.35,31.28,1.52,0.1,305,4.05,6.69,9.36
2531,17.62,16.53,1.79,0.0,296,4.59,9.51,10.16
2532,20.73,21.37,1.29,0.1,472,3.76,7.4,18.09
2533,30.21,27.52,1.44,0.15,234,4.96,2.75,12.24
2534,55.02,52.96,2.31,0.0,19,4.91,15.03,17.73
2535,85.64,79.64,2.36,0.0,5,3.18,9.77,10.34
2536,73.12,74.29,2.29,0.0,38,3.47,16.44,4.8
2537,81.01,83.63,0.78,0.15,268,4.38,14.2,14.79
2538,41.59,43.43,2.2,0.15,70,4.44,2.1,11.0
2539,46.42,44.15,2.4,0.05,97,4.78,10.5,13.7
2540,45.43,41.7,1.22,0.2,294,4.13,19.83,3.99
2541,27.27,24.97,1.54,0.1,271,3.69,6.85,13.3
2542,15.51,15.28,2.06,0.2,373,3.44,10.37,8.26
2543,63.18,68.82,1.62,0.0,69,3.55,13.39,7.31
2544,99.03,93.44,2.49,0.0,44,4.63,4.84,13.76
2545,25.01,23.8,1.41,0.05,155,4.95,14.35,12.25
2546,14.2,13.07,1.93,0.2,302,2.63,13.54,13.33
2547,80.16,81.85,2.09,0.0,23,3.95,8.12,19.34
2548,32.73,33.91,1.49,0.2,260,3.8,6.4,14.32
2549,84.67,87.09,2.21,0.05,5,3.44,18.46,13.18
2550,73.35,78.65,1.59,0.2,37,4.63,3.41,12.66
2551,95.11,94.85,1.32,0.1,23,3.94,9.21,8.58
2552,46.8,43.38,0.72,0.05,96,3.28,15.57,16.94
2553,69.58,66.65,1.29,0.2,151,3.61,3.81,8.24
2554,51.84,53.52,1.97,0.0,77,3.39,18.73,14.3
2555,66.75,68.26,2.34,0.15,37,3.58,11.0,6.57
2556,50.46,50.78,1.0,0.15,277,2.68,10.59,3.81
2557,26.98,27.96,1.21,0.05,222,2.78,9.06,3.47
2558,55.71,57.24,0.81,0.15,227,4.06,17.48,13.06
2559,57.57,61.96,1.88,0.1,55,4.21,19.02,7.23
2560,82.95,84.38,2.42,0.05,8,4.09,8.22,6.23
2561,76.2,80.44,1.78,0.0,48,4.41,11.31,12.25
2562,69.74,66.24,1.73,0.0,70,4.86,6.99,1.49
2563,20.2,20.92,1.61,0.05,194,4.65,7.99,5.68
2564,74.86,80.88,0.68,0.15,141,3.55,1.54,7.47
2565,55.03,53.77,1.96,0.15,72,3.04,15.93,14.46
2566,90.47,95.52,1.7,0.0,10,3.28,19.42,11.36
2567,92.79,96.96,1.82,0.1,13,3.97,15.62,17.26
2568,14.96,13.65,2.3,0.15,162,4.64,10.85,7.36
2569,83.86,85.22,2.07,0.1,10,4.25,16.72,6.63
2570,13.39,12.4,2.06,0.15,427,3.86,17.3,1.63
2571,43.05,47.07,2.35,0.05,52,4.0,11.35,19.08
2572,58.81,62.47,2.48,0.2,53,3.82,18.81,10.53
2573,23.33,21.51,1.66,0.0,171,4.93,1.57,10.55
2574,77.17,71.33,0.72,0.05,143,4.54,1.19,18.55
2575,10.75,10.96,1.42,0.15,357,4.45,2.55,6.51
2576,25.17,24.39,2.08,0.0,194,3.79,2.1,7.31
2577,62.27,56.48,0.56,0.2,414,3.33,9.07,13.47
2578,74.29,74.91,0.61,0.2,269,2.55,18.87,15.92
2579,92.5,90.42,0.63,0.15,107,2.61,13.83,14.29
2580,73.49,67.63,1.96,0.0,5,2.58,13.53,15.99
2581,70.46,74.71,1.5,0.15,82,4.95,8.31,11.93
2582,45.49,49.27,1.24,0.2,339,2.79,11.14,17.39
2583,10.12,10.63,0.71,0.05,401,2.86,6.78,11.45
2584,20.81,22.16,1.96,0.05,269,3.71,10.84,5.36
2585,58.11,54.81,1.14,0.1,154,3.7,15.19,11.29
2586,70.76,67.42,1.03,0.2,170,4.8,11.62,14.55
2587,47.57,44.8,1.8,0.2,79,2.68,8.96,13.42
2588,75.76,79.78,1.62,0.15,37,4.89,17.05,5.62
2589,56.97,62.07,1.22,0.1,95,3.04,6.46,1.78
2590,16.68,17.4,1.78,0.1,402,4.93,10.15,5.8
2591,27.28,29.36,1.04,0.0,341,3.85,19.58,19.7
2592,85.6,87.97,2.09,0.15,18,4.13,19.38,4.5
2593,75.24,73.55,0.96,0.05,129,3.29,1.12,9.82
2594,90.53,89.18,0.82,0.0,139,4.03,11.11,13.13
2595,20.58,18.83,2.06,0.1,166,4.28,7.4,17.71
2596,99.12,89.83,1.92,0.05,5,2.53,6.53,15.44
2597,28.85,29.97,0.87,0.2,317,2.59,12.33,18.27
2598,11.06,10.92,0.73,0.15,552,4.97,9.48,12.48
2599,99.77,100.81,2.18,0.1,8,3.64,14.92,17.44
2600,35.3,35.7,2.05,0.2,138,4.84,1.52,6.01
2601,70.12,67.0,1.15,0.1,113,4.32,18.61,9.18
2602,25.9,25.78,1.82,0.05,123,3.43,11.78,17.03
2603,62.22,61.86,0.75,0.0,169,2.88,14.0,7.19
2604,91.36,89.32,1.51,0.05,26,4.95,12.49,17.55
2605,38.82,41.31,0.54,0.15,233,3.96,19.79,7.9
2606,70.32,69.64,1.28,0.15,89,2.98,19.74,7.9
2607,26.91,27.47,0.65,0.1,209,4.2,12.59,6.87
2608,66.23,71.47,1.45,0.05,48,2.73,14.0,11.39
2609,40.28,43.23,1.34,0.0,219,4.67,12.75,3.45
2610,29.01,31.27,1.39,0.15,125,2.73,6.9,1.7
2611,38.19,36.43,0.59,0.0,371,3.09,4.66,18.05
2612,26.1,23.67,1.22,0.2,114,2.73,8.65,18.65
2613,91.17,86.82,2.01,0.1,17,2.76,13.97,2.45
2614,45.75,43.72,1.24,0.0,197,3.81,2.06,11.44
2615,32.08,34.7,1.93,0.1,137,4.22,10.77,11.25
2616,50.36,51.86,1.24,0.2,96,4.47,8.76,8.08
2617,38.85,35.6,1.35,0.0,123,4.24,11.02,11.81
2618,77.0,71.38,1.63,0.0,21,3.41,17.34,9.7
2619,97.41,90.7,2.4,0.2,28,3.89,1.9,10.3
2620,49.42,50.71,0.72,0.05,222,4.82,15.51,15.35
2621,87.49,91.61,0.57,0.0,226,3.47,13.67,10.99
2622,60.93,65.31,1.72,0.0,59,3.13,4.87,7.15
2623,24.15,26.28,2.4,0.15,192,3.8,14.95,12.05
2624,72.16,67.85,2.48,0.05,50,3.24,10.43,13.17
2625,56.21,54.07,1.47,0.0,96,3.15,10.14,13.58
2626,68.55,64.99,1.44,0.2,134,4.45,10.18,12.75
2627,90.07,87.53,1.79,0.1,33,4.73,19.04,13.63
2628,49.64,53.76,1.61,0.2,174,3.76,18.94,6.89
2629,91.11,92.47,1.77,0.05,36,4.45,18.36,9.48
2630,77.56,81.26,2.25,0.15,13,2.97,17.85,13.71
2631,53.97,53.87,1.99,0.15,68,3.87,1.71,15.33
2632,64.29,58.23,1.49,0.15,86,4.09,8.61,9.25
2633,39.3,35.88,1.42,0.2,109,3.73,18.0,7.94
2634,98.52,99.27,1.78,0.1,5,2.79,15.35,14.6
2635,70.06,73.13,1.41,0.1,132,4.34,9.68,5.22
2636,13.95,13.15,1.42,0.0,349,4.6,15.69,1.18
2637,39.4,41.14,0.53,0.1,540,4.09,4.96,9.95
2638,66.1,70.21,0.85,0.1,246,2.92,12.4,4.29
2639,15.07,14.8,1.48,0.0,310,2.69,11.13,8.19
2640,12.15,12.75,2.15,0.2,457,3.25,11.9,6.53
2641,50.5,49.53,1.06,0.2,189,2.59,14.71,15.77
2642,39.94,41.37,1.55,0.05,75,4.6,19.05,7.3
2643,49.45,52.06,1.19,0.2,278,4.26,6.02,13.17
2644,33.64,36.95,0.71,0.15,468,3.91,15.4,13.8
2645,24.82,24.06,2.42,0.15,75,4.72,13.26,9.67
2646,72.02,70.74,2.21,0.05,24,2.78,14.21,2.54
2647,56.31,52.55,0.66,0.1,426,4.29,9.15,14.31
2648,28.01,26.36,1.94,0.05,156,2.87,18.95,2.43
2649,38.76,40.26,1.2,0.0,165,2.65,10.11,2.89
2650,63.26,68.54,2.49,0.05,5,2.83,3.31,4.72
2651,16.5,16.15,1.1,0.05,285,4.88,13.93,6.33
2652,23.27,21.78,0.98,0.15,240,3.6,3.45,17.08
2653,16.59,15.88,1.64,0.0,193,2.62,7.13,13.82
2654,83.11,82.36,2.17,0.0,26,3.96,5.33,8.36
2655,77.72,74.46,0.89,0.05,100,3.0,11.24,19.59
2656,77.8,73.65,1.92,0.0,5,2.52,7.6,5.63
2657,74.47,77.98,0.62,0.0,238,4.4,4.04,12.59
2658,70.24,63.33,2.34,0.2,60,2.89,16.03,17.1
2659,52.93,53.34,0.66,0.0,165,4.86,9.9,16.24
2660,67.81,71.79,2.33,0.1,53,3.98,9.63,2.72
2661,13.45,12.82,1.48,0.0,264,2.72,17.84,14.25
2662,65.93,67.29,1.4,0.15,101,3.04,11.24,5.9
2663,80.01,82.71,2.45,0.2,5,4.03,14.49,7.76
2664,55.03,56.74,2.48,0.15,48,3.35,7.23,10.29
2665,42.18,41.72,1.8,0.15,162,3.83,11.66,16.02
2666,34.97,33.9,0.75,0.1,266,4.5,14.8,4.16
2667,67.85,72.41,1.51,0.2,64,4.48,6.63,3.06
2668,72.35,76.09,1.56,0.05,98,4.24,14.08,3.92
2669,88.39,85.23,1.53,0.0,69,4.72,11.81,5.15
2670,40.81,37.57,1.64,0.1,76,3.0,9.25,2.13
2671,79.28,72.49,0.54,0.1,218,2.94,14.55,18.6
2672,60.52,55.61,1.92,0.05,49,4.5,7.02,7.06
2673,89.46,90.94,1.92,0.1,27,3.3,14.58,4.36
2674,57.5,52.35,0.73,0.05,150,3.78,11.47,13.12
2675,56.59,54.74,1.64,0.05,128,4.36,5.67,15.95
2676,62.01,65.15,1.64,0.05,70,3.49,13.7,15.31
2677,77.44,74.25,1.86,0.1,41,2.83,17.81,14.66
2678,96.82,101.92,0.67,0.05,81,4.2,6.89,1.96
2679,16.62,17.44,1.75,0.1,200,4.54,16.43,15.86
2680,14.81,14.06,1.06,0.2,413,2.53,7.39,10.54
2681,94.38,98.7,1.51,0.05,17,3.91,16.6,13.33
2682,57.69,60.55,2.05,0.1,96,3.67,1.97,19.17
2683,65.34,64.0,1.91,0.1,9,3.15,1.14,16.4
2684,53.42,50.32,0.74,0.1,197,2.9,3.15,16.68
2685,18.43,18.51,1.68,0.0,197,2.97,17.6,4.45
2686,79.13,85.8,2.44,0.0,20,4.31,11.14,10.05
2687,77.25,79.41,0.81,0.05,127,3.84,12.29,19.04
2688,38.05,35.56,2.21,0.2,101,4.95,17.0,12.07
2689,37.56,38.93,1.91,0.05,125,3.11,1.96,2.95
2690,85.41,84.16,2.05,0.15,35,4.89,8.36,14.9
2691,16.51,16.81,1.06,0.15,439,3.79,13.22,1.82
2692,89.3,93.48,1.08,0.2,101,2.87,8.69,15.1
2693,33.1,33.2,2.31,0.2,76,2.87,1.61,17.72
2694,63.37,67.35,1.22,0.2,151,4.02,13.37,9.08
2695,94.24,98.43,0.63,0.0,253,4.58,8.44,8.86
2696,71.03,72.67,1.7,0.0,49,4.37,1.36,6.78
2697,47.3,44.0,0.75,0.15,328,4.14,4.24,17.66
2698,72.06,76.9,2.09,0.2,35,2.93,5.13,11.41
2699,40.96,44.53,1.78,0.1,158,2.77,10.7,12.01
2700,34.95,32.42,2.25,0.15,121,2.5,4.54,13.57
2701,99.7,99.47,2.07,0.2,5,2.75,7.87,6.7
2702,77.57,73.83,0.72,0.1,270,4.42,15.26,9.22
2703,68.02,71.49,1.26,0.2,74,4.74,16.35,15.09
2704,41.98,43.84,2.05,0.05,43,3.1,16.11,19.72
2705,14.42,13.39,1.33,0.1,480,4.49,14.21,1.65
2706,12.8,13.76,2.44,0.05,342,3.0,11.29,1.81
2707,59.88,56.06,1.97,0.0,51,3.12,11.46,9.13
2708,78.58,83.25,0.53,0.15,204,3.06,19.11,13.53
2709,58.36,57.86,2.26,0.2,18,2.63,17.68,8.34
2710,85.67,82.73,0.7,0.15,110,2.99,13.35,19.99
2711,13.01,12.12,0.78,0.2,572,3.43,9.9,4.71
2712,43.01,40.15,1.97,0.05,84,3.51,14.85,1.15
2713,31.34,32.35,2.23,0.1,142,3.27,2.19,4.61
2714,50.25,50.76,1.57,0.1,145,3.79,18.95,17.85
2715,16.51,15.27,1.08,0.2,215,3.44,11.4,3.76
2716,95.87,88.45,1.2,0.05,31,4.93,10.55,10.1
2717,30.09,27.52,1.19,0.2,351,4.52,6.53,8.97
2718,93.01,97.54,1.15,0.2,137,4.83,1.06,13.65
2719,48.33,50.38,0.99,0.2,344,3.89,2.16,2.04
2720,98.7,89.98,1.72,0.1,9,4.2,6.0,13.52
2721,59.87,60.59,2.3,0.2,59,2.92,11.29,7.74
2722,93.77,85.99,1.11,0.1,130,4.38,2.59,18.59
2723,10.48,11.33,0.87,0.0,478,3.09,19.47,17.13
2724,77.34,83.64,2.18,0.05,36,2.86,8.81,8.59
2725,91.27,94.89,1.98,0.0,33,2.6,7.01,19.86
2726,22.57,24.5,2.36,0.2,210,3.68,10.98,1.99
2727,18.65,19.81,0.83,0.1,248,3.22,2.23,15.98
2728,48.21,51.38,0.79,0.05,195,4.97,17.16,9.24
2729,94.03,95.34,1.58,0.15,44,3.12,9.75,9.23
2730,58.81,56.53,1.73,0.05,113,4.67,4.39,4.23
2731,57.47,54.23,1.46,0.05,98,3.29,4.07,10.78
2732,22.7,21.92,1.7,0.2,287,4.37,7.86,2.61
2733,10.07,10.33,0.86,0.0,209,4.15,11.89,12.71
2734,82.91,77.48,1.46,0.0,106,3.9,8.92,5.59
2735,17.88,17.02,1.82,0.15,392,3.54,12.34,14.77
2736,67.05,66.62,1.37,0.2,149,4.18,14.4,12.54
2737,92.32,87.39,1.86,0.05,37,3.52,15.22,15.18
2738,28.78,29.29,1.4,0.0,208,3.87,8.62,15.25
2739,69.87,75.79,1.17,0.0,134,3.97,14.62,4.74
2740,17.08,17.93,1.11,0.1,191,3.17,3.69,1.01
2741,64.34,66.48,1.32,0.05,79,3.35,10.75,7.95
2742,24.75,25.16,0.55,0.2,296,2.55,2.38,18.46
2743,76.24,76.05,1.84,0.0,53,4.63,5.64,11.98
2744,37.11,34.78,2.19,0.2,75,4.39,12.08,14.82
2745,51.71,55.79,1.21,0.05,156,2.96,15.07,17.71
2746,63.95,60.73,0.59,0.05,285,3.41,2.81,18.22
2747,25.41,23.34,2.47,0.0,136,3.55,4.93,11.05
2748,76.75,80.59,1.03,0.15,21,3.34,19.85,11.28
2749,37.24,34.82,0.75,0.2,453,4.5,7.42,17.17
2750,69.61,67.83,1.24,0.2,132,4.31,6.4,16.34
2751,24.25,21.96,1.98,0.1,161,4.42,2.62,14.28
2752,71.93,66.71,1.09,0.05,152,4.76,14.2,12.48
2753,21.54,20.13,1.65,0.05,148,3.99,10.66,12.73
2754,48.28,43.98,1.33,0.0,124,4.04,3.99,7.9
2755,32.25,33.26,0.74,0.0,384,4.3,13.03,16.98
2756,77.35,82.57,1.16,0.0,73,4.2,10.99,12.74
2757,33.58,32.73,1.95,0.1,189,4.67,11.73,5.25
2758,89.35,96.05,1.72,0.15,39,4.43,19.9,5.56
2759,90.26,85.09,0.74,0.0,130,2.8,1.54,17.37
2760,27.68,26.71,0.83,0.0,188,4.82,18.38,12.89
2761,65.25,60.69,1.78,0.0,51,4.21,17.0,8.58
2762,17.89,18.33,2.13,0.1,127,2.82,8.89,4.55
2763,45.24,44.51,1.2,0.2,258,4.43,17.74,12.59
2764,74.2,75.88,1.69,0.15,48,3.4,13.32,4.5
2765,69.35,72.98,0.84,0.2,118,4.51,17.9,9.93
2766,66.22,66.83,1.12,0.05,174,4.89,12.3,13.87
2767,35.43,36.33,0.54,0.05,331,3.14,5.11,11.74
2768,44.02,47.85,2.04,0.0,77,4.64,11.95,18.52
2769,19.27,18.49,1.3,0.2,438,4.43,4.4,1.75
2770,74.71,72.61,2.13,0.1,48,4.18,3.68,6.32
2771,55.35,57.76,1.92,0.15,39,3.46,13.43,2.08
2772,73.79,75.43,2.16,0.2,33,2.77,19.0,4.7
2773,32.4,30.32,1.07,0.2,351,3.71,12.18,3.36
2774,39.2,38.23,0.87,0.15,255,2.76,16.12,14.92
2775,40.08,39.82,2.44,0.2,116,3.75,4.2,8.02
2776,12.32,12.12,1.93,0.2,396,4.55,13.43,18.58
2777,40.69,38.08,2.17,0.15,61,4.99,14.93,1.44
2778,82.3,89.28,0.53,0.1,167,3.0,1.79,13.41
2779,90.76,95.52,1.21,0.15,63,3.02,2.85,19.44
2780,56.64,56.43,1.99,0.0,48,4.53,15.85,4.34
2781,51.0,52.83,0.66,0.0,112,3.67,9.36,9.41
2782,12.77,13.79,1.63,0.0,442,4.79,8.71,14.34
2783,89.13,82.64,1.36,0.0,92,4.42,18.49,13.03
2784,11.17,10.61,0.54,0.05,545,4.34,19.85,11.75
2785,95.03,95.84,0.97,0.1,125,2.75,15.52,7.21
2786,54.03,57.26,1.07,0.05,98,2.59,16.06,14.84
2787,40.77,36.99,0.72,0.2,420,3.29,4.96,13.41
2788,93.18,102.2,1.76,0.2,9,3.04,4.65,4.09
2789,12.2,12.09,0.98,0.15,684,4.28,19.63,19.32
2790,62.33,60.57,1.06,0.0,142,3.63,14.21,11.56
2791,59.4,56.94,2.3,0.15,56,3.81,14.05,10.98
2792,29.74,27.8,1.43,0.2,420,4.53,6.44,17.12
2793,48.6,51.43,1.28,0.0,135,3.7,17.84,13.17
2794,68.7,74.96,1.95,0.1,41,3.86,1.84,2.42
2795,75.44,74.14,2.32,0.2,27,4.61,6.22,10.63
2796,10.06,10.98,0.55,0.15,574,3.58,4.42,15.83
2797,94.32,100.42,1.4,0.15,24,2.71,14.51,14.3
2798,24.81,24.71,1.72,0.2,307,3.8,14.59,19.44
2799,31.02,32.1,1.14,0.05,367,3.95,11.16,1.47
2800,33.71,33.27,2.04,0.1,91,3.78,1.1,5.96
2801,13.4,13.56,2.44,0.2,405,3.15,17.6,11.43
2802,21.07,19.21,2.39,0.2,291,3.06,19.16,12.77
2803,98.77,102.65,1.03,0.15,161,3.42,4.84,6.21
2804,38.37,34.94,0.95,0.0,249,2.92,17.0,16.71
2805,20.38,21.67,2.41,0.0,222,4.17,19.49,4.12
2806,19.63,20.9,1.42,0.0,397,4.04,7.21,1.02
2807,74.75,70.82,0.92,0.15,193,4.08,4.52,19.1
2808,86.91,83.85,1.91,0.0,30,3.06,19.57,8.44
2809,33.13,33.0,1.07,0.2,295,3.12,2.14,19.19
2810,11.88,12.11,1.03,0.05,452,4.47,6.24,6.28
2811,30.08,28.8,2.26,0.05,122,4.23,15.1,2.21
2812,15.09,15.37,0.82,0.05,481,4.69,12.73,15.68
2813,19.31,18.52,0.63,0.0,365,3.51,14.01,16.88
2814,48.84,44.49,1.04,0.05,110,3.87,14.45,10.35
2815,30.69,27.64,1.71,0.0,173,4.35,14.04,2.4
2816,56.44,51.93,0.75,0.2,371,4.94,7.5,13.43
2817,32.81,34.73,1.44,0.2,307,4.97,6.92,4.46
2818,94.65,103.38,1.75,0.15,5,5.0,9.14,17.14
2819,91.53,90.2,2.2,0.15,7,4.73,16.35,6.21
2820,61.01,61.17,0.96,0.1,138,4.1,18.83,17.11
2821,41.9,38.94,2.13,0.2,151,2.52,9.65,9.11
2822,44.3,44.76,0.97,0.0,145,4.25,2.63,12.33
2823,47.07,43.72,1.85,0.1,110,3.1,18.83,16.0
2824,75.48,77.16,1.36,0.2,49,2.64,2.53,1.77
2825,50.65,55.04,0.73,0.0,204,4.24,4.02,16.6
2826,87.11,81.8,1.93,0.2,32,4.39,17.49,3.63
2827,94.97,99.99,0.94,0.2,132,4.15,11.48,7.81
2828,40.24,36.4,0.85,0.0,140,3.41,7.7,9.98
2829,60.46,58.96,1.22,0.2,154,3.78,18.69,18.01
2830,18.56,17.11,1.81,0.2,148,4.84,19.25,1.43
2831,28.04,27.21,0.97,0.2,349,4.32,7.28,11.62
2832,47.21,44.13,0.87,0.15,273,3.76,17.5,13.21
2833,28.56,27.83,0.52,0.05,247,3.98,13.89,7.02
2834,88.89,87.42,1.44,0.2,65,4.82,6.22,6.52
2835,24.25,23.28,1.36,0.0,201,3.48,18.89,10.32
2836,51.01,52.61,0.97,0.2,290,2.75,2.2,4.55
2837,64.51,69.92,0.61,0.15,430,3.31,7.04,9.89
2838,72.27,70.83,1.36,0.15,51,3.54,8.53,15.54
2839,44.48,41.74,2.08,0.2,116,3.18,14.12,17.06
2840,88.22,84.17,1.93,0.1,45,3.82,1.73,8.32
2841,61.15,65.48,2.22,0.05,31,3.26,17.91,12.73
2842,49.56,50.27,0.52,0.0,332,2.76,13.52,1.0
2843,16.05,15.91,2.43,0.0,265,2.97,6.23,11.46
2844,51.82,48.19,1.18,0.0,188,4.8,13.51,19.53
2845,83.87,83.02,2.48,0.0,5,4.07,11.2,6.93
2846,65.31,62.42,1.01,0.15,128,3.29,7.39,12.3
2847,84.89,92.42,1.44,0.05,68,3.42,1.54,15.48
2848,54.46,58.64,1.21,0.2,125,3.73,11.47,12.57
2849,20.66,18.94,1.21,0.2,366,4.18,2.56,8.95
2850,11.23,11.26,2.18,0.1,311,3.96,16.39,3.9
2851,37.29,35.24,1.99,0.2,198,4.83,2.68,9.81
2852,72.82,71.52,2.48,0.05,49,4.06,9.15,6.6
2853,81.12,87.24,1.73,0.2,5,4.78,9.26,14.22
2854,36.62,36.82,1.43,0.15,303,2.51,11.57,9.4
2855,54.61,52.8,0.68,0.2,176,4.73,1.75,17.15
2856,47.9,45.1,2.49,0.0,21,4.3,4.87,4.67
2857,46.95,49.77,1.6,0.0,80,2.93,4.79,8.94
2858,30.82,31.59,1.9,0.0,38,3.16,12.38,11.59
2859,22.27,22.13,1.31,0.0,156,3.86,6.01,3.39
2860,27.7,26.14,1.6,0.15,147,2.81,3.74,12.17
2861,14.98,14.48,2.39,0.15,393,4.46,1.35,6.53
2862,27.83,30.39,0.83,0.15,352,4.48,16.97,5.36
2863,10.83,10.87,1.08,0.2,670,3.25,19.46,3.7
2864,66.45,65.13,0.8,0.0,153,2.67,14.36,7.65
2865,38.47,38.64,2.08,0.1,135,4.97,8.84,18.65
2866,97.58,103.03,0.62,0.1,167,3.13,3.32,1.59
2867,27.43,26.56,0.66,0.0,251,2.67,10.03,17.19
2868,41.12,38.48,1.1,0.05,230,3.32,9.69,8.55
2869,42.21,42.92,1.53,0.2,134,4.92,8.98,11.67
2870,10.76,11.12,1.31,0.1,365,4.48,8.19,10.74
2871,85.53,89.17,0.59,0.15,299,3.7,10.44,18.59
