Price,Competitor Price,Discount,Elasticity Index,Storage Cost,Return Rate (%),Customer Reviews,Demand
1545.65,1616.63,0.3,1.56,37.54,10.51,4.78,78
1539.7,1505.25,0.03,1.59,37.5,14.71,3.56,50
164.01,184.28,0.2,1.08,30.68,12.63,2.87,1743
1062.76,1074.61,0.12,1.22,9.58,9.2,4.98,1309
692.83,617.43,0.26,1.35,24.8,15.55,3.59,1408
639.44,649.45,0.09,1.48,29.14,8.53,2.92,1046
705.04,706.84,0.25,1.49,5.5,13.16,3.13,1264
648.06,744.87,0.21,1.08,34.59,14.48,3.24,1629
833.22,860.02,0.13,0.66,27.72,14.98,4.75,1576
1125.85,1187.75,0.31,0.78,8.03,7.69,3.3,1483
647.07,680.57,0.12,1.05,11.15,19.05,4.09,1503
278.8,274.54,0.3,0.62,23.74,24.98,3.69,2192
1784.84,1782.21,0.1,1.33,28.31,22.63,3.8,50
1808.35,1887.65,0.13,1.19,25.61,20.34,3.86,50
1345.14,1342.53,0.15,0.62,11.88,12.82,3.57,1406
1284.93,1371.83,0.34,1.12,36.44,22.32,3.25,960
1948.65,2059.6,0.23,0.88,39.24,15.49,3.46,575
517.4,524.58,0.08,1.45,13.32,2.44,3.51,1434
1759.94,1857.34,0.32,1.55,6.28,22.1,4.24,50
411.22,399.31,0.14,1.19,30.47,11.79,3.25,1590
220.18,227.73,0.34,1.25,18.52,17.36,2.97,2014
220.55,219.48,0.13,1.38,24.87,12.41,4.59,2137
1492.0,1562.37,0.02,0.71,8.1,2.98,4.4,1168
1449.18,1561.67,0.13,0.89,16.48,11.1,4.1,925
180.65,180.1,0.17,0.66,24.22,14.79,3.75,2028
1091.0,1036.48,0.13,0.57,23.65,8.86,3.1,1506
788.2,890.16,0.31,0.65,36.82,6.25,3.93,1802
1233.1,1226.84,0.17,1.08,26.45,22.53,2.9,673
1255.88,1283.33,0.17,1.17,35.04,24.31,3.98,515
1793.94,1837.67,0.1,1.29,23.61,24.49,4.5,50
522.45,491.14,0.18,1.71,28.46,24.73,2.83,1169
1509.39,1736.24,0.06,1.15,32.5,22.78,3.59,343
1103.33,1124.18,0.02,0.66,35.58,2.17,4.92,1627
869.36,915.33,0.24,0.8,31.56,19.07,3.7,1590
1437.49,1510.7,0.33,0.97,15.12,11.66,4.29,960
649.73,642.41,0.34,1.32,36.96,16.33,3.82,1382
382.71,388.88,0.03,1.65,33.68,16.78,2.92,1315
1512.41,1509.65,0.04,1.37,38.58,24.93,2.84,50
868.06,877.99,0.22,1.45,12.67,22.26,3.45,760
903.82,952.73,0.27,1.54,29.95,10.1,3.06,884
800.03,828.61,0.32,0.76,39.48,10.46,4.59,2080
823.83,807.35,0.25,1.33,30.24,12.82,4.89,1457
577.19,598.73,0.32,1.22,33.49,9.79,3.88,1436
481.18,498.83,0.27,1.53,9.69,9.55,3.53,1626
1370.53,1408.7,0.17,0.81,17.48,6.72,3.45,1325
1434.56,1338.09,0.18,0.6,21.09,12.25,4.37,1294
1234.79,1198.23,0.11,0.75,26.5,6.98,3.23,1089
217.9,227.61,0.28,1.25,12.49,12.58,4.73,2353
1943.42,1975.96,0.31,0.7,23.08,5.59,2.95,963
1711.8,1976.36,0.04,1.41,9.46,9.21,4.86,111
1139.95,1125.06,0.19,0.67,14.56,19.51,3.06,1373
1811.56,1906.89,0.3,0.59,26.37,5.51,4.83,1284
551.05,609.79,0.11,1.53,33.74,12.24,3.42,1207
1723.54,1588.65,0.24,1.14,36.31,15.74,3.86,50
881.03,900.01,0.13,1.56,13.39,22.33,4.48,1007
1534.56,1594.01,0.09,0.69,18.5,9.39,4.55,1258
1986.82,1990.37,0.33,0.82,19.5,19.14,4.15,739
1794.08,1881.63,0.05,0.81,6.02,8.07,4.84,715
1425.14,1331.8,0.04,1.78,20.26,9.23,2.84,50
1508.81,1343.77,0.21,1.13,28.53,20.9,4.74,634
1446.71,1479.3,0.15,1.67,16.09,23.47,4.93,50
1256.0,1209.05,0.34,0.85,19.03,8.88,4.24,1415
329.18,351.4,0.16,0.63,26.16,4.93,4.85,2407
663.41,643.45,0.27,0.62,35.8,20.37,4.49,1809
338.98,363.01,0.18,0.9,5.52,5.51,4.1,2099
1910.75,1913.63,0.21,1.78,10.63,5.23,2.9,50
1555.58,1535.93,0.19,0.93,22.04,23.93,3.37,485
1921.94,1848.13,0.29,0.56,11.64,8.01,4.05,1321
1043.35,1073.5,0.3,0.58,29.82,23.77,4.92,1794
115.44,114.83,0.06,0.58,26.29,7.18,4.14,2165
967.42,1000.55,0.08,1.09,22.49,5.73,3.68,932
1250.55,1364.78,0.02,0.84,38.16,22.63,2.86,781
1614.29,1688.4,0.08,1.78,21.61,4.84,3.76,50
1108.18,1160.44,0.18,1.04,14.09,15.94,4.16,1243
742.52,803.49,0.22,0.77,37.55,18.59,3.49,1609
1725.21,1658.44,0.01,0.87,7.53,23.27,4.08,448
594.31,554.44,0.08,1.58,18.42,9.48,3.65,986
1429.83,1596.9,0.3,1.27,36.43,16.67,2.96,430
1224.28,1251.69,0.03,1.78,39.41,20.0,4.77,50
1764.29,1916.17,0.06,1.14,15.48,15.3,3.69,226
768.1,781.76,0.22,1.39,9.45,9.08,4.35,1686
225.29,224.85,0.31,1.07,13.68,13.16,3.74,2145
849.32,793.0,0.03,0.64,18.95,6.09,2.98,1332
1634.5,1832.61,0.03,1.48,12.99,6.53,4.55,50
1986.43,1955.67,0.17,0.81,7.23,19.84,3.25,569
1145.05,1184.64,0.06,1.15,31.64,8.41,4.89,985
533.27,563.58,0.07,1.57,6.96,19.38,3.34,1280
971.86,961.7,0.07,1.02,29.0,18.58,4.92,1274
1609.18,1656.71,0.16,1.42,12.46,18.44,4.07,278
1112.32,1177.28,0.22,1.28,24.35,3.64,4.66,1015
1767.06,1759.04,0.33,1.54,29.9,2.31,3.02,50
908.42,932.71,0.17,1.02,9.34,13.42,4.48,1513
1838.9,1795.61,0.3,1.29,34.52,20.71,3.31,50
443.97,443.07,0.01,1.51,27.9,19.03,4.27,1388
1392.84,1357.3,0.13,0.66,30.81,17.44,4.87,1428
1379.39,1452.79,0.32,1.59,27.79,24.01,3.02,50
1179.89,1311.74,0.16,1.68,20.29,24.85,4.98,278
126.72,132.81,0.22,1.32,7.72,13.81,4.56,2005
635.68,639.56,0.28,1.33,12.93,8.26,4.23,1567
764.26,799.47,0.24,1.14,31.04,24.81,3.82,1462
1652.55,1664.27,0.22,1.28,36.29,13.32,3.88,50
1096.8,1027.37,0.12,1.29,5.92,23.06,3.0,477
641.42,724.43,0.12,1.29,30.32,22.96,3.87,1145
412.41,433.79,0.29,0.53,18.64,21.46,4.05,1972
268.7,269.77,0.32,1.02,27.84,10.37,2.87,1742
982.48,974.08,0.04,1.49,6.3,18.14,4.69,711
349.96,361.39,0.06,1.64,12.36,22.48,4.53,1835
846.9,870.54,0.21,1.28,23.49,19.87,4.79,1157
1141.59,1179.02,0.21,1.35,25.05,7.99,2.91,601
573.57,589.15,0.17,1.23,31.21,20.41,4.43,1458
249.81,257.08,0.33,0.92,34.7,23.23,3.53,2002
1442.99,1426.45,0.16,1.13,34.36,16.21,2.86,372
1741.04,1771.59,0.21,1.38,20.03,13.32,4.99,50
1165.56,1236.91,0.0,0.6,32.6,7.59,4.11,1367
1482.41,1510.89,0.05,1.46,14.63,14.48,4.12,50
745.28,712.3,0.15,1.42,31.68,23.77,4.17,1096
1160.34,1183.11,0.04,0.86,20.43,4.9,3.75,1055
121.33,128.69,0.22,1.44,32.92,13.95,4.49,2167
1094.0,1188.45,0.15,1.21,21.33,7.26,3.23,657
1775.06,1835.94,0.11,1.27,19.9,8.34,4.88,50
1029.23,1118.41,0.17,1.36,28.75,5.6,4.72,1004
922.94,889.64,0.07,1.49,23.39,23.11,3.67,446
990.07,978.54,0.1,1.09,11.05,22.83,3.51,1030
1016.79,1032.67,0.0,1.22,33.85,12.56,3.1,709
1464.68,1412.23,0.32,1.23,31.76,5.67,3.81,762
1588.19,1509.84,0.3,1.09,24.98,11.33,2.92,339
912.92,890.22,0.01,0.69,22.76,8.66,4.15,1339
1255.91,1344.16,0.1,0.65,9.83,13.28,3.63,1335
1817.52,1802.01,0.16,1.71,21.06,11.66,4.97,50
1766.7,1748.61,0.32,1.7,24.82,4.75,3.24,50
148.19,145.99,0.02,1.07,15.69,15.86,3.3,1816
1783.36,1828.54,0.3,1.44,13.31,18.79,3.32,50
1375.19,1420.37,0.31,1.17,38.55,9.53,3.21,508
1789.82,1814.84,0.21,1.73,10.39,20.97,2.82,50
1827.73,1835.59,0.16,1.04,19.1,5.74,3.88,433
139.69,131.5,0.33,1.42,35.18,13.57,3.34,1951
1647.84,1706.35,0.0,1.75,21.65,19.42,4.76,50
1182.45,1200.84,0.02,0.56,25.92,13.4,3.93,1397
277.8,297.18,0.1,1.8,32.05,5.95,4.19,1673
1133.72,1128.66,0.35,0.65,24.84,8.81,3.23,1556
1337.39,1325.06,0.08,1.05,6.99,8.82,3.73,701
1378.16,1486.08,0.07,1.35,15.32,4.07,4.03,275
1106.77,1060.96,0.19,1.72,39.68,22.39,3.79,68
1507.24,1511.18,0.1,1.19,7.45,17.67,3.71,243
1129.79,1049.05,0.29,0.89,25.02,23.39,4.74,1459
733.63,699.84,0.12,1.31,9.8,9.24,3.72,1141
1903.75,1919.27,0.08,0.95,21.93,17.49,4.09,212
1589.92,1666.64,0.06,0.63,13.96,10.12,3.82,1297
1735.36,1743.17,0.34,1.08,7.22,14.17,3.59,476
1228.21,1373.22,0.09,0.81,38.47,3.36,3.88,1331
940.13,942.5,0.01,0.87,7.76,13.09,4.65,1301
1296.11,1381.55,0.16,0.74,33.68,2.95,3.23,1359
1114.51,1096.96,0.25,1.5,21.93,4.4,3.12,699
703.31,711.51,0.2,1.65,13.63,5.29,3.71,1165
290.81,260.92,0.31,0.64,29.59,20.2,3.33,2168
993.71,1051.63,0.24,1.77,29.85,22.72,4.47,501
375.97,389.78,0.15,1.23,26.43,11.83,3.67,1589
1309.42,1379.08,0.28,1.69,21.46,11.93,3.94,203
1135.43,1129.91,0.3,1.16,13.47,23.5,4.65,948
546.97,587.39,0.11,1.36,24.29,17.72,3.73,1503
300.46,293.27,0.35,0.95,17.77,23.12,3.84,2168
1374.36,1328.52,0.13,1.01,32.27,11.22,2.94,287
1635.05,1627.64,0.26,0.73,8.06,21.75,3.46,1115
584.89,566.67,0.2,1.13,23.45,8.54,3.28,1579
348.18,343.83,0.11,1.77,26.51,22.77,3.04,1139
1581.61,1616.17,0.19,0.85,34.51,21.58,4.82,753
800.98,765.87,0.21,1.68,27.45,11.37,4.71,906
638.33,617.96,0.14,0.62,30.0,12.22,3.78,1541
275.62,281.22,0.21,0.85,24.89,24.46,3.25,1712
812.32,835.61,0.25,1.08,8.71,2.48,3.1,1461
1616.84,1651.14,0.15,1.78,15.87,5.88,2.93,50
199.9,199.6,0.0,0.97,11.32,22.63,3.06,1774
1538.29,1574.65,0.09,1.71,32.76,19.5,4.12,50
699.65,706.29,0.02,1.07,21.26,10.13,4.42,1730
1334.17,1365.83,0.15,0.88,39.48,7.35,3.7,759
1539.77,1673.58,0.18,1.46,30.37,15.28,4.94,244
852.18,808.33,0.04,0.89,34.3,12.04,3.78,1204
485.15,530.48,0.01,1.68,7.86,12.91,3.01,1165
1488.52,1523.32,0.11,1.42,11.17,10.02,3.9,51
642.46,658.27,0.33,1.12,21.93,15.57,3.28,1638
1958.6,1887.9,0.06,1.71,21.17,12.81,4.39,50
738.23,804.34,0.12,1.25,6.36,8.48,3.66,1366
830.55,784.29,0.22,1.57,17.31,23.78,4.51,1025
631.85,668.5,0.13,1.5,5.1,17.39,3.38,1212
1853.8,1734.11,0.09,1.68,34.69,6.92,2.82,50
963.34,965.84,0.02,0.76,39.34,20.66,4.87,1499
1967.55,2059.39,0.13,0.71,9.37,14.18,4.34,1078
1087.39,1158.07,0.18,1.02,15.52,12.02,3.96,1146
1131.59,1160.12,0.3,0.83,30.3,22.75,3.45,1226
1159.0,1226.74,0.2,0.5,11.65,24.3,3.56,1590
517.7,517.03,0.19,0.76,21.89,6.91,3.51,1789
1194.94,1189.03,0.02,0.85,10.9,10.33,3.56,903
404.44,379.56,0.16,1.59,5.26,7.7,3.3,1401
1741.52,1815.02,0.34,0.63,36.12,2.39,2.88,1033
445.43,452.04,0.23,1.19,35.37,19.32,4.96,1809
721.22,747.61,0.18,0.57,22.3,17.59,4.74,2055
1002.05,1102.56,0.11,1.57,33.94,19.59,4.6,583
684.13,716.93,0.14,0.64,5.85,10.99,3.76,1884
1181.25,1177.36,0.02,1.65,35.67,21.79,4.43,150
618.66,635.67,0.01,1.12,26.91,23.37,2.81,1091
507.91,525.59,0.06,1.68,28.22,16.82,3.73,1217
392.88,391.0,0.12,0.65,23.87,12.82,4.27,2074
1162.38,1207.95,0.3,1.34,27.18,7.24,3.35,656
1804.27,1877.22,0.31,1.7,33.38,13.66,3.34,50
1744.33,1729.18,0.02,0.99,37.3,21.19,4.86,365
1650.07,1513.07,0.25,1.12,33.95,6.78,2.98,342
322.04,339.02,0.27,1.52,11.7,18.77,4.92,2189
220.8,230.42,0.02,1.11,35.0,16.85,4.48,1973
1551.86,1561.9,0.03,1.0,10.37,11.71,3.27,389
948.05,1003.12,0.13,0.96,25.06,10.76,3.27,1347
1369.09,1399.34,0.09,1.56,12.56,7.75,4.71,230
1810.16,1644.82,0.34,1.73,20.52,14.01,3.74,50
1372.18,1386.66,0.01,0.72,7.02,4.89,2.95,793
465.41,434.53,0.23,1.67,28.27,5.92,3.9,1580
105.7,111.94,0.29,0.54,14.94,4.39,4.85,2500
1851.74,1738.66,0.34,0.57,34.09,17.27,4.38,1064
573.04,576.22,0.3,1.74,5.58,17.13,4.39,1459
700.39,687.83,0.09,1.3,33.93,14.06,4.59,1208
1624.89,1606.5,0.21,1.46,35.55,18.48,3.11,50
1038.87,1114.27,0.13,1.08,17.34,15.9,4.26,1101
921.33,904.17,0.27,1.71,22.09,23.27,4.97,966
1779.83,1797.98,0.26,1.4,37.12,11.64,4.35,50
1497.49,1561.97,0.15,1.28,25.09,4.37,3.76,350
250.72,245.65,0.0,1.35,14.83,13.55,4.85,2057
109.85,104.56,0.29,0.81,38.02,23.37,3.48,1919
1610.81,1624.26,0.18,0.93,30.9,18.49,2.9,364
1298.67,1341.25,0.32,1.21,21.09,6.07,4.38,1003
189.69,183.05,0.29,0.98,30.83,8.48,4.92,2114
1231.18,1153.61,0.1,0.83,15.95,24.23,2.95,902
224.95,225.32,0.31,1.79,15.54,12.81,2.91,1867
386.6,368.58,0.25,1.05,8.7,14.46,3.98,1823
685.77,733.16,0.26,0.93,27.9,2.25,4.17,1918
738.33,762.11,0.17,0.89,30.99,3.09,3.59,1622
709.33,781.31,0.21,1.61,24.19,17.71,4.11,1178
1646.11,1661.34,0.15,0.96,5.17,4.1,4.96,977
1460.57,1495.29,0.23,0.81,15.79,19.25,4.78,1310
841.38,872.36,0.34,1.14,38.47,20.19,4.32,1209
1346.13,1433.83,0.06,0.86,32.01,18.86,4.8,943
623.0,602.99,0.03,1.7,9.71,13.4,3.3,872
1755.61,1729.93,0.14,1.03,16.33,10.34,4.75,654
373.53,374.28,0.23,1.49,38.27,21.0,4.89,1822
729.23,703.92,0.3,0.63,24.04,3.26,4.2,1935
422.73,498.12,0.35,1.64,6.59,2.29,3.11,1720
1589.05,1632.22,0.01,1.36,9.28,6.32,4.94,305
381.56,401.52,0.26,1.3,35.81,24.59,4.68,1851
1745.57,1928.05,0.27,1.76,20.08,4.69,3.91,50
800.06,809.89,0.15,1.77,27.5,11.18,4.8,1025
1561.3,1546.01,0.29,1.75,16.47,23.77,3.68,50
1867.49,1919.04,0.04,0.95,15.96,2.18,3.53,268
759.06,739.83,0.27,1.55,15.23,18.09,2.83,1087
107.97,110.65,0.2,0.89,10.13,22.89,3.45,2274
1726.89,1672.52,0.1,0.82,11.94,11.29,4.97,1083
1788.62,1776.67,0.11,1.48,16.05,8.52,3.76,50
1392.89,1404.56,0.02,1.18,32.45,21.24,5.0,317
940.94,976.54,0.02,0.69,18.91,9.98,4.6,1530
649.54,642.02,0.06,0.92,37.18,5.66,3.65,1405
967.76,972.69,0.07,1.24,6.16,14.02,4.23,1106
625.07,649.31,0.3,1.22,31.28,6.79,4.78,1835
618.16,642.82,0.18,0.63,15.32,5.76,4.18,1876
1501.17,1507.44,0.04,1.61,29.5,6.0,3.28,50
1922.81,1978.08,0.16,1.04,21.96,4.59,3.85,128
479.84,489.69,0.17,1.46,18.79,12.9,4.35,1678
1172.58,1192.22,0.29,1.43,19.36,24.47,4.77,694
713.34,737.03,0.32,1.0,31.06,24.94,4.63,1878
1485.01,1529.59,0.27,0.59,37.41,15.74,3.5,1073
473.64,502.21,0.06,0.52,16.99,13.13,2.99,1769
1850.35,1924.24,0.12,1.11,18.19,24.25,3.5,50
1654.46,1645.88,0.16,1.73,34.85,20.61,2.89,50
766.94,799.71,0.32,0.88,23.88,12.67,4.78,1845
1915.22,1889.75,0.15,1.29,8.63,15.66,4.72,50
1637.13,1653.2,0.3,1.58,19.82,8.58,4.47,50
1120.19,1120.49,0.26,1.52,25.11,17.48,4.41,495
979.68,1004.01,0.32,1.14,11.5,11.22,4.39,1287
769.07,826.78,0.33,1.14,25.62,13.48,4.28,1635
922.82,1008.66,0.22,0.85,12.12,8.47,3.9,1633
976.68,1053.85,0.15,1.27,11.62,3.32,4.77,1160
1573.27,1518.11,0.1,1.03,19.94,18.18,4.17,483
1177.8,1212.67,0.11,0.7,32.98,24.71,4.55,1392
687.36,705.85,0.24,1.65,18.65,13.77,4.4,1373
195.07,183.64,0.29,1.1,32.27,5.32,3.53,2148
405.17,443.54,0.19,1.41,29.44,17.26,2.92,1499
1226.75,1255.08,0.06,1.09,31.78,21.31,4.4,837
1226.37,1350.61,0.15,1.38,32.94,9.43,4.3,674
474.22,488.01,0.03,0.6,11.2,9.03,4.12,2005
1402.96,1452.54,0.17,1.73,32.73,20.92,3.6,50
1674.77,1683.06,0.02,1.23,19.66,20.19,4.28,50
652.83,687.02,0.21,0.97,29.51,12.46,3.28,1543
579.63,615.81,0.2,0.77,8.74,12.27,4.55,1761
1797.39,1833.96,0.08,1.08,29.87,17.82,4.02,138
812.41,814.83,0.21,1.61,26.12,6.01,4.97,1196
1324.17,1237.95,0.07,1.61,39.94,8.07,3.72,50
856.16,839.71,0.02,1.76,13.9,18.73,4.45,491
1341.82,1553.44,0.21,1.46,37.13,2.44,3.61,370
904.46,899.37,0.05,1.2,16.39,7.2,3.95,943
171.56,165.5,0.34,1.06,38.63,22.24,4.98,2292
1507.04,1628.11,0.28,0.69,26.87,20.3,4.55,1267
1352.06,1563.99,0.01,0.98,14.5,6.6,4.92,994
841.23,835.88,0.34,1.3,22.04,9.43,3.76,1248
697.36,722.85,0.14,1.69,24.59,13.54,4.41,1055
894.35,939.33,0.18,0.61,26.44,18.78,4.67,1874
229.63,241.92,0.33,1.77,11.05,3.1,3.93,2218
573.04,615.73,0.12,1.02,30.13,16.27,3.83,1583
701.09,704.09,0.06,0.62,21.57,12.47,2.98,1650
1245.53,1179.28,0.03,0.51,28.31,19.59,4.99,1416
1459.72,1508.47,0.02,1.72,18.55,19.64,3.24,50
1804.68,1748.65,0.29,0.9,24.15,11.88,3.19,657
1082.23,1135.39,0.08,0.85,27.08,15.14,4.11,1296
545.67,542.99,0.19,1.08,12.49,12.31,4.77,1752
979.83,924.7,0.07,0.75,18.47,15.88,4.74,1364
1161.67,1225.43,0.19,1.13,9.51,12.79,2.92,796
719.23,753.45,0.15,0.97,33.15,12.92,3.66,1417
280.94,301.09,0.23,1.23,8.16,17.39,4.62,2137
495.93,473.56,0.04,1.05,34.39,18.13,4.19,1581
1165.69,1135.23,0.25,1.42,19.12,4.76,3.16,651
329.73,337.91,0.02,0.81,24.7,18.49,4.03,1745
108.22,111.55,0.16,1.21,35.33,8.18,2.97,1665
921.92,982.09,0.28,0.6,16.88,20.84,3.19,1801
1601.43,1501.85,0.08,1.56,11.05,13.39,3.72,50
1150.48,1116.53,0.33,0.6,34.32,11.81,3.98,1961
816.7,887.39,0.3,1.73,19.48,4.14,2.84,863
1551.36,1621.71,0.21,0.84,24.47,11.67,3.91,1003
1187.52,1121.93,0.15,1.21,19.83,20.5,3.3,469
1318.42,1381.86,0.1,1.0,32.15,11.39,3.38,621
1007.18,1125.96,0.27,0.59,9.98,19.84,4.03,1730
1548.18,1556.55,0.23,1.43,26.56,20.29,3.67,50
1785.9,1798.71,0.28,1.12,9.72,12.62,3.77,408
1984.71,1960.13,0.1,1.4,9.93,10.78,3.72,50
738.36,773.74,0.33,1.25,5.57,19.47,4.98,1795
1262.94,1305.82,0.29,1.68,12.45,8.37,4.8,425
771.48,763.86,0.12,0.7,22.26,10.35,3.87,1476
1537.7,1560.43,0.15,1.57,15.69,14.16,4.67,50
1891.87,1946.7,0.13,1.72,25.18,10.12,4.47,50
552.56,610.78,0.02,1.76,5.11,16.17,3.38,815
394.74,415.65,0.05,1.24,38.38,20.78,3.74,1571
1524.17,1594.81,0.27,1.35,33.67,7.27,3.7,127
1728.88,1845.69,0.13,1.02,28.2,19.12,4.89,593
1960.32,2088.27,0.13,1.77,12.56,23.89,4.17,50
241.46,247.07,0.09,1.25,29.87,22.51,4.67,1958
389.32,409.12,0.07,1.31,32.16,21.32,4.89,1716
1923.39,2025.8,0.21,1.33,6.06,23.27,4.4,50
1414.54,1365.21,0.3,0.7,31.49,16.07,4.95,1442
1138.06,1115.16,0.2,1.46,22.62,22.71,3.78,420
437.12,455.42,0.06,0.62,22.95,12.45,3.58,1826
1862.22,1964.54,0.12,0.75,31.35,5.27,3.17,358
1711.55,1912.17,0.28,0.92,12.33,14.4,3.2,496
1148.24,1168.36,0.22,0.6,32.89,8.44,3.2,1555
1764.85,2026.38,0.11,1.19,38.53,5.54,4.14,163
1186.01,1201.79,0.29,0.85,19.21,16.53,3.8,1485
1119.02,1070.12,0.04,0.81,18.09,8.53,4.64,1021
1596.6,1751.29,0.29,1.54,5.07,22.94,3.76,50
1116.85,1184.39,0.16,0.68,9.61,15.79,4.08,1365
1267.91,1346.28,0.01,0.8,25.43,11.84,4.19,1055
112.8,112.44,0.02,1.4,6.15,23.77,3.05,1725
381.34,411.09,0.12,1.11,13.8,17.73,4.87,1986
1195.16,1243.98,0.15,1.37,14.4,15.6,3.13,512
604.16,617.83,0.09,1.1,15.9,2.31,3.47,1705
1374.63,1360.73,0.05,1.43,29.7,18.98,4.15,95
1275.26,1369.16,0.34,0.73,15.69,24.13,4.48,1422
1059.11,1162.41,0.09,0.84,10.17,6.76,3.15,1420
183.16,175.47,0.34,0.91,21.0,18.17,3.68,2115
613.55,609.84,0.32,1.69,22.18,7.82,4.26,1284
514.95,518.31,0.08,0.79,17.24,9.97,3.46,1606
727.03,744.08,0.2,0.69,33.6,18.89,4.57,1837
1772.28,1616.41,0.33,1.57,8.66,18.57,3.63,50
568.25,581.53,0.33,1.25,24.81,5.83,4.78,1958
685.41,758.59,0.14,0.51,27.2,4.14,3.83,2216
1659.96,1530.64,0.29,1.77,35.81,8.5,4.69,50
1744.0,1737.76,0.12,1.67,18.36,8.05,2.87,50
117.3,112.57,0.23,1.6,18.45,2.84,3.16,1990
1627.1,1589.86,0.26,0.53,12.87,24.71,4.0,1538
530.51,517.95,0.16,1.02,31.9,8.69,3.89,1502
1751.58,1783.45,0.21,1.12,26.05,19.46,4.02,50
1030.44,1065.04,0.01,0.93,33.97,8.2,3.16,859
695.07,698.46,0.34,0.69,17.76,3.25,3.67,1973
135.45,134.85,0.32,1.67,11.93,3.46,3.01,2200
166.65,153.82,0.22,1.21,10.14,11.89,2.98,2033
466.14,473.32,0.07,1.08,32.13,20.22,4.87,1596
1459.39,1509.8,0.01,1.49,11.78,21.63,4.56,50
833.47,816.18,0.06,1.35,7.65,24.17,2.89,602
1030.2,1101.29,0.1,1.01,24.49,21.29,4.55,1218
1974.23,2020.76,0.18,1.7,19.8,7.23,4.24,50
965.33,1009.27,0.27,0.76,11.31,9.85,3.25,1596
572.04,598.11,0.11,0.64,14.94,12.99,2.83,1548
1705.52,1782.17,0.23,1.1,39.15,4.31,3.39,322
1015.83,945.41,0.25,0.82,28.03,4.05,4.55,1598
333.82,321.75,0.08,1.63,30.83,8.38,3.94,1572
1209.08,1277.12,0.26,0.83,12.78,5.22,3.75,1656
1317.12,1311.6,0.01,0.9,15.43,2.13,4.66,983
664.58,631.47,0.25,0.89,12.79,16.45,2.98,1540
325.7,302.39,0.33,1.42,31.48,6.29,3.75,1945
1881.0,1874.04,0.14,0.74,25.34,10.57,4.34,988
1297.42,1265.37,0.14,1.28,17.17,23.37,4.99,520
893.91,860.23,0.29,1.62,22.69,4.32,3.58,915
309.73,287.0,0.23,0.86,12.23,19.28,3.15,1855
1514.48,1520.31,0.34,1.68,37.51,13.96,3.52,50
1460.52,1572.07,0.24,1.26,9.54,3.69,3.69,680
823.52,769.33,0.19,0.99,26.82,14.85,2.98,973
1875.85,1757.93,0.32,1.52,32.38,7.15,4.83,50
609.49,622.99,0.18,1.04,24.14,15.1,4.67,1582
1080.63,1183.32,0.22,0.86,31.94,21.4,4.61,1467
717.05,686.97,0.02,0.63,32.72,20.16,3.79,1646
220.77,219.77,0.27,0.64,38.29,3.64,2.88,2160
1856.04,1796.71,0.26,1.49,38.6,6.59,4.51,50
873.52,919.42,0.35,0.84,35.13,21.04,3.98,1565
972.39,925.38,0.28,1.63,26.19,6.7,4.75,797
637.04,638.31,0.16,1.6,26.28,3.91,3.13,931
209.23,210.29,0.24,0.58,18.88,11.65,3.36,2115
1118.81,1134.38,0.29,1.49,5.95,8.05,3.22,521
1020.67,1144.72,0.12,0.82,12.29,7.45,4.06,1271
716.96,695.93,0.02,0.98,16.86,18.21,2.85,1185
613.14,626.3,0.23,1.63,7.44,13.74,3.51,1507
1606.52,1552.51,0.14,1.35,32.98,22.11,4.62,62
1936.47,2010.91,0.27,1.52,35.89,9.79,4.14,50
1725.59,1600.17,0.17,1.54,10.16,4.09,4.51,50
1644.36,1798.95,0.06,0.71,24.09,23.53,3.22,941
469.33,451.41,0.14,0.63,33.13,18.84,3.27,1695
1754.45,1699.14,0.25,1.62,28.01,11.38,3.85,50
858.88,884.54,0.07,0.96,23.11,22.78,3.68,939
1425.8,1555.42,0.25,1.54,20.14,23.6,4.84,227
906.56,929.45,0.31,1.56,33.72,2.37,2.97,733
794.26,808.94,0.07,1.35,33.55,9.89,3.58,1362
1899.38,1957.83,0.03,0.95,28.49,23.62,3.16,50
508.35,460.79,0.28,1.04,28.77,17.68,4.98,2137
487.13,468.12,0.21,0.79,16.52,4.7,3.91,1946
278.73,271.09,0.17,0.83,11.62,24.46,4.92,2054
1600.37,1598.0,0.0,0.85,13.85,24.02,3.08,376
284.12,314.91,0.01,1.39,5.64,19.81,2.82,1251
1038.88,1100.28,0.16,1.11,16.96,5.06,4.1,1260
1371.63,1412.39,0.33,0.95,30.64,5.02,3.69,1147
409.18,425.8,0.25,1.69,21.32,4.11,4.35,1806
511.59,546.09,0.23,1.29,14.63,13.58,3.42,1547
1515.37,1503.91,0.09,1.02,24.11,4.09,3.21,564
541.16,572.89,0.29,1.04,35.71,14.87,3.77,1806
127.58,133.7,0.25,1.29,10.75,17.85,3.27,2074
427.16,456.37,0.08,1.29,33.23,6.42,4.57,1801
1347.38,1519.89,0.33,0.58,19.84,16.53,3.13,1629
798.59,847.4,0.04,1.08,30.26,9.7,3.48,1268
664.1,647.94,0.11,1.42,8.62,17.14,4.67,1521
498.4,499.76,0.06,1.34,29.45,5.09,3.4,1424
581.84,579.9,0.11,1.58,16.96,21.96,3.77,1126
1068.41,1025.98,0.25,1.45,20.67,11.35,4.83,889
